player_name,team,injury,wed_ps,thu_ps,fri_ps,final
Ryan Grant,Washington Redskins,Ankle,LIMITED,LIMITED,LIMITED,Questionable
Maurice Harris,Washington Redskins,Concussion,LIMITED,LIMITED,LIMITED,Questionable
Matt Ioannidis,Washington Redskins,Hand,FULL,FULL,FULL,Available
Terrell McClain,Washington Redskins,Toe,LIMITED,LIMITED,LIMITED,Questionable
Morgan Moses,Washington Redskins,Ankle,DNP,LIMITED,LIMITED,Questionable
Montae Nicholson,Washington Redskins,Concussion,DNP,DNP,DNP,Out
Josh Norman,Washington Redskins,Knee,DNP,LIMITED,FULL,Available
Chase Roullier,Washington Redskins,Hand,LIMITED,LIMITED,LIMITED,Questionable
Martrell Spaight,Washington Redskins,Ankle,FULL,FULL,FULL,Available
Trent Williams,Washington Redskins,Knee,DNP,DNP,DNP,Questionable
