player_name,pos,team_name,snap_num,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Dre Kirkpatrick,CB,Cincinnati Bengals,737,0.5319148936170213,0.1276595744680851,0.1702127659574468,0.02127659574468085,0.0,0.0,0.06382978723404255,0.0425531914893617,0.02127659574468085,0.02127659574468085,0.0,0.0
KeiVarae Russell,CB,Cincinnati Bengals,32,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
Josh Shaw,CB,Cincinnati Bengals,471,0.21052631578947367,0.05263157894736842,0.21052631578947367,0.05263157894736842,0.3157894736842105,0.0,0.0,0.0,0.05263157894736842,0.0,0.10526315789473684,0.0
Clayton Fejedelem,FS,Cincinnati Bengals,208,0.5,0.0,0.0,0.0,0.375,0.0,0.0,0.125,0.0,0.0,0.0,0.0
George Iloka,FS,Cincinnati Bengals,810,0.3,0.03333333333333333,0.3,0.0,0.13333333333333333,0.0,0.1,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0
Shawn Williams,SS,Cincinnati Bengals,546,0.3,0.0,0.2,0.0,0.35,0.0,0.05,0.05,0.05,0.0,0.0,0.0
Briean Boddy-Calhoun,CB,Cleveland Browns,430,0.2413793103448276,0.06896551724137931,0.13793103448275862,0.034482758620689655,0.3448275862068966,0.06896551724137931,0.034482758620689655,0.0,0.0,0.0,0.06896551724137931,0.0
Mike Jordan,CB,Cleveland Browns,200,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.0,0.35714285714285715,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
Jason McCourty,CB,Cleveland Browns,822,0.21875,0.03125,0.03125,0.015625,0.515625,0.09375,0.015625,0.0,0.015625,0.0,0.0625,0.0
Jamar Taylor,CB,Cleveland Browns,844,0.6,0.08,0.12,0.02,0.06,0.04,0.04,0.0,0.0,0.02,0.02,0.0
Jabrill Peppers,FS,Cleveland Browns,665,0.27586206896551724,0.0,0.27586206896551724,0.0,0.3448275862068966,0.034482758620689655,0.0,0.0,0.0,0.0,0.06896551724137931,0.0
Derrick Kindred,SS,Cleveland Browns,612,0.2857142857142857,0.07142857142857142,0.25,0.03571428571428571,0.14285714285714285,0.03571428571428571,0.10714285714285714,0.03571428571428571,0.0,0.0,0.03571428571428571,0.0
Kai Nacua,SS,Cleveland Browns,196,0.2727272727272727,0.0,0.2727272727272727,0.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chidobe Awuzie,CB,Dallas Cowboys,299,0.45454545454545453,0.13636363636363635,0.09090909090909091,0.045454545454545456,0.22727272727272727,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0
Anthony Brown,CB,Dallas Cowboys,839,0.391304347826087,0.021739130434782608,0.13043478260869565,0.021739130434782608,0.1956521739130435,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.0
Nolan Carroll,CB,Dallas Cowboys,82,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jourdan Lewis,CB,Dallas Cowboys,695,0.13953488372093023,0.0,0.046511627906976744,0.0,0.6744186046511628,0.09302325581395349,0.0,0.0,0.023255813953488372,0.0,0.023255813953488372,0.0
Orlando Scandrick,CB,Dallas Cowboys,505,0.36,0.08,0.16,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.16,0.0
Byron Jones,FS,Dallas Cowboys,791,0.3333333333333333,0.0,0.3055555555555556,0.05555555555555555,0.1388888888888889,0.05555555555555555,0.027777777777777776,0.0,0.027777777777777776,0.0,0.05555555555555555,0.0
Xavier Woods,FS,Dallas Cowboys,500,0.3,0.03333333333333333,0.3,0.03333333333333333,0.23333333333333334,0.0,0.0,0.0,0.06666666666666667,0.0,0.03333333333333333,0.0
Kavon Frazier,SS,Dallas Cowboys,142,0.38461538461538464,0.0,0.3076923076923077,0.0,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0
Jeff Heath,SS,Dallas Cowboys,769,0.2647058823529412,0.0,0.14705882352941177,0.029411764705882353,0.35294117647058826,0.0,0.058823529411764705,0.0,0.08823529411764706,0.029411764705882353,0.029411764705882353,0.0
Chris Harris,CB,Denver Broncos,708,0.2647058823529412,0.0,0.11764705882352941,0.029411764705882353,0.38235294117647056,0.058823529411764705,0.058823529411764705,0.029411764705882353,0.058823529411764705,0.0,0.0,0.0
Brendan Langley,CB,Denver Broncos,45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Rios,CB,Denver Broncos,42,0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bradley Roby,CB,Denver Broncos,637,0.09302325581395349,0.023255813953488372,0.09302325581395349,0.023255813953488372,0.46511627906976744,0.20930232558139536,0.023255813953488372,0.0,0.0,0.023255813953488372,0.046511627906976744,0.0
Aqib Talib,CB,Denver Broncos,523,0.6296296296296297,0.1111111111111111,0.037037037037037035,0.0,0.037037037037037035,0.037037037037037035,0.0,0.0,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.0
Will Parks,FS,Denver Broncos,459,0.18518518518518517,0.0,0.2962962962962963,0.037037037037037035,0.37037037037037035,0.07407407407407407,0.0,0.0,0.0,0.0,0.037037037037037035,0.0
Darian Stewart,FS,Denver Broncos,658,0.2413793103448276,0.0,0.13793103448275862,0.034482758620689655,0.4482758620689655,0.0,0.034482758620689655,0.0,0.034482758620689655,0.0,0.06896551724137931,0.0
Dymonte Thomas,S,Denver Broncos,57,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Jamal Carter,SS,Denver Broncos,55,0.3333333333333333,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0
Justin Simmons,SS,Denver Broncos,667,0.26666666666666666,0.06666666666666667,0.26666666666666666,0.0,0.26666666666666666,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.06666666666666667,0.0
Jamal Agnew,CB,Detroit Lions,57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quandre Diggs,CB,Detroit Lions,789,0.23809523809523808,0.023809523809523808,0.30952380952380953,0.047619047619047616,0.23809523809523808,0.047619047619047616,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0
D.J. Hayden,CB,Detroit Lions,412,0.2564102564102564,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.5128205128205128,0.07692307692307693,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0
Nevin Lawson,CB,Detroit Lions,555,0.1875,0.03125,0.0625,0.0,0.4375,0.0625,0.03125,0.03125,0.0625,0.0,0.09375,0.0
Darius Slay,CB,Detroit Lions,989,0.26666666666666666,0.05,0.1,0.0,0.3333333333333333,0.03333333333333333,0.05,0.06666666666666667,0.05,0.03333333333333333,0.016666666666666666,0.0
Glover Quin,FS,Detroit Lions,986,0.23255813953488372,0.0,0.4186046511627907,0.0,0.23255813953488372,0.023255813953488372,0.0,0.0,0.06976744186046512,0.0,0.023255813953488372,0.0
Miles Killebrew,SS,Detroit Lions,260,0.23529411764705882,0.0,0.29411764705882354,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.0,0.11764705882352941,0.0,0.0,0.0
Tavon Wilson,SS,Detroit Lions,472,0.375,0.0,0.25,0.0,0.20833333333333334,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664,0.08333333333333333,0.0
Josh Hawkins,CB,Green Bay Packers,342,0.39285714285714285,0.03571428571428571,0.14285714285714285,0.07142857142857142,0.25,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.0
Davon House,CB,Green Bay Packers,659,0.3939393939393939,0.030303030303030304,0.30303030303030304,0.030303030303030304,0.09090909090909091,0.030303030303030304,0.030303030303030304,0.0,0.06060606060606061,0.0,0.030303030303030304,0.0
Kevin King,CB,Green Bay Packers,311,0.19047619047619047,0.047619047619047616,0.3333333333333333,0.047619047619047616,0.2857142857142857,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0
Lenzy Pipkins,CB,Green Bay Packers,102,0.4444444444444444,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
Damarious Randall,CB,Green Bay Packers,657,0.3548387096774194,0.06451612903225806,0.1935483870967742,0.0,0.16129032258064516,0.03225806451612903,0.06451612903225806,0.0,0.06451612903225806,0.0,0.06451612903225806,0.0
Quinten Rollins,CB,Green Bay Packers,109,0.36363636363636365,0.0,0.18181818181818182,0.09090909090909091,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kentrell Brice,FS,Green Bay Packers,242,0.16666666666666666,0.08333333333333333,0.5,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0
Ha Ha Clinton-Dix,FS,Green Bay Packers,986,0.12244897959183673,0.0,0.2857142857142857,0.02040816326530612,0.32653061224489793,0.02040816326530612,0.061224489795918366,0.0,0.10204081632653061,0.0,0.061224489795918366,0.0
Morgan Burnett,SS,Green Bay Packers,660,0.34285714285714286,0.02857142857142857,0.2857142857142857,0.02857142857142857,0.2857142857142857,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0
Josh Jones,SS,Green Bay Packers,671,0.3170731707317073,0.04878048780487805,0.3170731707317073,0.0,0.17073170731707318,0.0,0.0,0.04878048780487805,0.07317073170731707,0.0,0.024390243902439025,0.0
Johnthan Banks,CB,Houston Texans,88,0.1111111111111111,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0
Kareem Jackson,CB,Houston Texans,868,0.125,0.05357142857142857,0.2857142857142857,0.017857142857142856,0.375,0.05357142857142857,0.05357142857142857,0.017857142857142856,0.0,0.0,0.017857142857142856,0.0
Kevin Johnson,CB,Houston Texans,544,0.2,0.03333333333333333,0.03333333333333333,0.0,0.6333333333333333,0.03333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0
Johnathan Joseph,CB,Houston Texans,704,0.5789473684210527,0.05263157894736842,0.07894736842105263,0.02631578947368421,0.05263157894736842,0.0,0.05263157894736842,0.05263157894736842,0.07894736842105263,0.0,0.02631578947368421,0.0
Marcus Gilchrist,FS,Houston Texans,753,0.05405405405405406,0.02702702702702703,0.21621621621621623,0.0,0.35135135135135137,0.05405405405405406,0.0,0.0,0.13513513513513514,0.05405405405405406,0.10810810810810811,0.0
Andre Hal,FS,Houston Texans,816,0.4666666666666667,0.0,0.2,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.1,0.0,0.06666666666666667,0.0,0.03333333333333333,0.0
Kurtis Drummond,SS,Houston Texans,29,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vontae Davis,CB,Indianapolis Colts,330,0.058823529411764705,0.0,0.058823529411764705,0.0,0.47058823529411764,0.11764705882352941,0.11764705882352941,0.0,0.11764705882352941,0.0,0.058823529411764705,0.0
Pierre Desir,CB,Indianapolis Colts,367,0.034482758620689655,0.034482758620689655,0.3103448275862069,0.0,0.4827586206896552,0.06896551724137931,0.034482758620689655,0.0,0.0,0.0,0.034482758620689655,0.0
Nate Hairston,CB,Indianapolis Colts,504,0.22580645161290322,0.03225806451612903,0.22580645161290322,0.03225806451612903,0.41935483870967744,0.03225806451612903,0.0,0.03225806451612903,0.0,0.0,0.0,0.0
D.J. White,CB,Indianapolis Colts,42,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Quincy Wilson,CB,Indianapolis Colts,403,0.10526315789473684,0.0,0.05263157894736842,0.0,0.47368421052631576,0.10526315789473684,0.05263157894736842,0.10526315789473684,0.0,0.05263157894736842,0.05263157894736842,0.0
Darius Butler,FS,Indianapolis Colts,421,0.13636363636363635,0.0,0.36363636363636365,0.0,0.3181818181818182,0.045454545454545456,0.0,0.0,0.0,0.0,0.13636363636363635,0.0
Clayton Geathers,FS,Indianapolis Colts,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malik Hooker,FS,Indianapolis Colts,341,0.13333333333333333,0.0,0.2,0.0,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.2,0.0
Matthias Farley,SS,Indianapolis Colts,735,0.14705882352941177,0.0,0.14705882352941177,0.08823529411764706,0.35294117647058826,0.058823529411764705,0.0,0.0,0.11764705882352941,0.0,0.08823529411764706,0.0
T.J. Green,SS,Indianapolis Colts,287,0.45454545454545453,0.0,0.36363636363636365,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A.J. Bouye,CB,Jacksonville Jaguars,923,0.20454545454545456,0.022727272727272728,0.13636363636363635,0.0,0.4318181818181818,0.09090909090909091,0.0,0.0,0.022727272727272728,0.022727272727272728,0.06818181818181818,0.0
Aaron Colvin,CB,Jacksonville Jaguars,607,0.4375,0.03125,0.1875,0.0,0.3125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Ramsey,CB,Jacksonville Jaguars,925,0.5084745762711864,0.11864406779661017,0.01694915254237288,0.0,0.2033898305084746,0.0,0.05084745762711865,0.05084745762711865,0.0,0.03389830508474576,0.01694915254237288,0.0
Tashaun Gipson,FS,Jacksonville Jaguars,847,0.22580645161290322,0.0967741935483871,0.25806451612903225,0.0,0.2903225806451613,0.0,0.06451612903225806,0.0,0.06451612903225806,0.0,0.0,0.0
Barry Church,SS,Jacksonville Jaguars,769,0.24,0.04,0.32,0.04,0.16,0.0,0.0,0.0,0.12,0.04,0.04,0.0
Kenneth Acker,CB,Kansas City Chiefs,175,0.16666666666666666,0.0,0.16666666666666666,0.0,0.5833333333333334,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0
Phillip Gaines,CB,Kansas City Chiefs,387,0.10526315789473684,0.05263157894736842,0.15789473684210525,0.0,0.3684210526315789,0.0,0.0,0.05263157894736842,0.0,0.0,0.21052631578947367,0.05263157894736842
Terrance Mitchell,CB,Kansas City Chiefs,661,0.17777777777777778,0.022222222222222223,0.022222222222222223,0.0,0.4,0.15555555555555556,0.044444444444444446,0.044444444444444446,0.0,0.0,0.1111111111111111,0.022222222222222223
Steven Nelson,CB,Kansas City Chiefs,508,0.14285714285714285,0.02857142857142857,0.42857142857142855,0.02857142857142857,0.22857142857142856,0.05714285714285714,0.05714285714285714,0.0,0.02857142857142857,0.0,0.0,0.0
Marcus Peters,CB,Kansas City Chiefs,967,0.6578947368421053,0.02631578947368421,0.05263157894736842,0.02631578947368421,0.07894736842105263,0.0,0.07894736842105263,0.0,0.0,0.05263157894736842,0.02631578947368421,0.0
Keith Reaser,CB,Kansas City Chiefs,50,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
Darrelle Revis,CB,Kansas City Chiefs,135,0.0,0.0,0.16666666666666666,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leon McQuay,DB,Kansas City Chiefs,46,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ron Parker,FS,Kansas City Chiefs,887,0.40625,0.0,0.1875,0.0,0.1875,0.0,0.0625,0.03125,0.0625,0.03125,0.0,0.03125
Steven Terrell,FS,Kansas City Chiefs,71,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
Eric Berry,SS,Kansas City Chiefs,70,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0
Daniel Sorensen,SS,Kansas City Chiefs,893,0.18604651162790697,0.023255813953488372,0.23255813953488372,0.023255813953488372,0.4186046511627907,0.023255813953488372,0.046511627906976744,0.023255813953488372,0.0,0.0,0.0,0.023255813953488372
Michael Davis,CB,Los Angeles Chargers,26,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
Casey Hayward,CB,Los Angeles Chargers,949,0.3333333333333333,0.09523809523809523,0.047619047619047616,0.07142857142857142,0.23809523809523808,0.07142857142857142,0.0,0.07142857142857142,0.0,0.023809523809523808,0.047619047619047616,0.0
Desmond King,CB,Los Angeles Chargers,616,0.35714285714285715,0.047619047619047616,0.21428571428571427,0.0,0.35714285714285715,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0
Trevor Williams,CB,Los Angeles Chargers,890,0.2,0.0,0.175,0.05,0.325,0.075,0.025,0.025,0.05,0.025,0.05,0.0
Tre Boston,FS,Los Angeles Chargers,988,0.3157894736842105,0.02631578947368421,0.3157894736842105,0.02631578947368421,0.18421052631578946,0.0,0.02631578947368421,0.0,0.05263157894736842,0.02631578947368421,0.02631578947368421,0.0
Jahleel Addae,SS,Los Angeles Chargers,965,0.22641509433962265,0.0,0.2830188679245283,0.05660377358490566,0.37735849056603776,0.018867924528301886,0.018867924528301886,0.0,0.0,0.018867924528301886,0.0,0.0
Rayshawn Jenkins,SS,Los Angeles Chargers,32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian Phillips,SS,Los Angeles Chargers,376,0.2857142857142857,0.02857142857142857,0.3142857142857143,0.0,0.3142857142857143,0.0,0.02857142857142857,0.0,0.0,0.0,0.02857142857142857,0.0
Dominique Hatfield,CB,Los Angeles Rams,41,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
