player_name,pos,team_name,snap_num,short_l__tgt,short_mid__tgt,short_r__tgt,deep_l__tgt,deep_mid__tgt,deep_r__tgt
Dion Sims,TE,Chicago Bears,500,0.27586206896551724,0.2413793103448276,0.3103448275862069,0.0,0.0,0.1724137931034483
Josh Bellamy,WR,Chicago Bears,379,0.13636363636363635,0.22727272727272727,0.38636363636363635,0.045454545454545456,0.13636363636363635,0.06818181818181818
Tanner Gentry,WR,Chicago Bears,182,0.16666666666666666,0.16666666666666666,0.5,0.0,0.0,0.16666666666666666
Dontrelle Inman,WR,Chicago Bears,385,0.2727272727272727,0.1590909090909091,0.29545454545454547,0.13636363636363635,0.045454545454545456,0.09090909090909091
Tre McBride,WR,Chicago Bears,154,0.3333333333333333,0.06666666666666667,0.2,0.13333333333333333,0.0,0.26666666666666666
Kevin White,WR,Chicago Bears,47,0.5,0.25,0.25,0.0,0.0,0.0
Kendall Wright,WR,Chicago Bears,537,0.21978021978021978,0.2967032967032967,0.34065934065934067,0.04395604395604396,0.04395604395604396,0.054945054945054944
Joe Mixon,RB,Cincinnati Bengals,348,0.35294117647058826,0.29411764705882354,0.35294117647058826,0.0,0.0,0.0
Tyler Eifert,TE,Cincinnati Bengals,104,0.2,0.4,0.2,0.0,0.0,0.2
Tyler Kroft,TE,Cincinnati Bengals,796,0.29508196721311475,0.2786885245901639,0.3114754098360656,0.03278688524590164,0.04918032786885246,0.03278688524590164
Tyler Boyd,WR,Cincinnati Bengals,307,0.34375,0.1875,0.34375,0.03125,0.0625,0.03125
A.J. Green,WR,Cincinnati Bengals,852,0.22535211267605634,0.19014084507042253,0.3028169014084507,0.09859154929577464,0.04929577464788732,0.13380281690140844
Brandon LaFell,WR,Cincinnati Bengals,860,0.24719101123595505,0.25842696629213485,0.34831460674157305,0.06741573033707865,0.02247191011235955,0.056179775280898875
Josh Malone,WR,Cincinnati Bengals,218,0.29411764705882354,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.11764705882352941,0.058823529411764705
Isaiah Crowell,RB,Cleveland Browns,476,0.21428571428571427,0.35714285714285715,0.42857142857142855,0.0,0.0,0.0
Duke Johnson,RB,Cleveland Browns,566,0.3548387096774194,0.26881720430107525,0.3225806451612903,0.0,0.010752688172043012,0.043010752688172046
Seth Devalve,TE,Cleveland Browns,531,0.22413793103448276,0.15517241379310345,0.43103448275862066,0.017241379310344827,0.05172413793103448,0.1206896551724138
David Njoku,TE,Cleveland Browns,500,0.2,0.1,0.36666666666666664,0.2,0.06666666666666667,0.06666666666666667
Randall Telfer,TE,Cleveland Browns,66,0.25,0.0,0.5,0.0,0.0,0.25
Corey Coleman,WR,Cleveland Browns,449,0.1896551724137931,0.08620689655172414,0.27586206896551724,0.08620689655172414,0.1206896551724138,0.2413793103448276
Josh Gordon,WR,Cleveland Browns,258,0.19047619047619047,0.11904761904761904,0.21428571428571427,0.16666666666666666,0.0,0.30952380952380953
Rashard Higgins,WR,Cleveland Browns,627,0.24,0.16,0.38,0.06,0.1,0.06
Jordan Leslie,WR,Cleveland Browns,21,0.0,0.0,0.0,0.0,0.0,1.0
Bryce Treggs,WR,Cleveland Browns,162,0.2222222222222222,0.0,0.3333333333333333,0.3333333333333333,0.0,0.1111111111111111
Kasen Williams,WR,Cleveland Browns,128,0.2777777777777778,0.05555555555555555,0.5,0.05555555555555555,0.05555555555555555,0.05555555555555555
Ezekiel Elliott,RB,Dallas Cowboys,527,0.3684210526315789,0.18421052631578946,0.4473684210526316,0.0,0.0,0.0
Geoff Swaim,TE,Dallas Cowboys,39,0.0,0.5,0.5,0.0,0.0,0.0
Jason Witten,TE,Dallas Cowboys,1048,0.3793103448275862,0.22988505747126436,0.3218390804597701,0.022988505747126436,0.022988505747126436,0.022988505747126436
Cole Beasley,WR,Dallas Cowboys,572,0.4444444444444444,0.2222222222222222,0.2857142857142857,0.0,0.0,0.047619047619047616
Dez Bryant,WR,Dallas Cowboys,892,0.3053435114503817,0.19083969465648856,0.22900763358778625,0.11450381679389313,0.05343511450381679,0.10687022900763359
Brice Butler,WR,Dallas Cowboys,238,0.2608695652173913,0.17391304347826086,0.08695652173913043,0.21739130434782608,0.08695652173913043,0.17391304347826086
Terrance Williams,WR,Dallas Cowboys,687,0.24358974358974358,0.15384615384615385,0.41025641025641024,0.0641025641025641,0.02564102564102564,0.10256410256410256
C.J. Anderson,RB,Denver Broncos,561,0.45,0.2,0.35,0.0,0.0,0.0
A.J. Derby,TE,Denver Broncos,336,0.275,0.125,0.425,0.1,0.075,0.0
Virgil Green,TE,Denver Broncos,371,0.4090909090909091,0.18181818181818182,0.22727272727272727,0.0,0.09090909090909091,0.09090909090909091
Jeff Heuerman,TE,Denver Broncos,260,0.2777777777777778,0.3333333333333333,0.2777777777777778,0.0,0.05555555555555555,0.05555555555555555
Austin Traylor,TE,Denver Broncos,166,0.3076923076923077,0.23076923076923078,0.3076923076923077,0.0,0.15384615384615385,0.0
Bennie Fowler,WR,Denver Broncos,514,0.26785714285714285,0.19642857142857142,0.2857142857142857,0.14285714285714285,0.07142857142857142,0.03571428571428571
Cody Latimer,WR,Denver Broncos,367,0.3870967741935484,0.06451612903225806,0.25806451612903225,0.16129032258064516,0.0,0.12903225806451613
Emmanuel Sanders,WR,Denver Broncos,636,0.29347826086956524,0.08695652173913043,0.42391304347826086,0.07608695652173914,0.010869565217391304,0.10869565217391304
Jordan Taylor,WR,Denver Broncos,227,0.4,0.2,0.2,0.0,0.0,0.2
Demaryius Thomas,WR,Denver Broncos,889,0.44285714285714284,0.14285714285714285,0.18571428571428572,0.12142857142857143,0.014285714285714285,0.09285714285714286
Ameer Abdullah,RB,Detroit Lions,349,0.4,0.11428571428571428,0.42857142857142855,0.05714285714285714,0.0,0.0
Tion Green,RB,Detroit Lions,19,1.0,0.0,0.0,0.0,0.0,0.0
Theo Riddick,RB,Detroit Lions,469,0.36619718309859156,0.29577464788732394,0.3380281690140845,0.0,0.0,0.0
Eric Ebron,TE,Detroit Lions,549,0.26744186046511625,0.16279069767441862,0.47674418604651164,0.046511627906976744,0.023255813953488372,0.023255813953488372
Darren Fells,TE,Detroit Lions,467,0.38461538461538464,0.2692307692307692,0.2692307692307692,0.0,0.07692307692307693,0.0
Michael Roberts,TE,Detroit Lions,89,0.14285714285714285,0.0,0.5714285714285714,0.2857142857142857,0.0,0.0
Jared Abbrederis,WR,Detroit Lions,61,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0
Kenny Golladay,WR,Detroit Lions,473,0.16666666666666666,0.125,0.3125,0.14583333333333334,0.08333333333333333,0.16666666666666666
Marvin Jones,WR,Detroit Lions,1002,0.308411214953271,0.07476635514018691,0.2523364485981308,0.102803738317757,0.09345794392523364,0.16822429906542055
T.J. Jones,WR,Detroit Lions,361,0.22448979591836735,0.1836734693877551,0.2857142857142857,0.12244897959183673,0.02040816326530612,0.16326530612244897
Golden Tate,WR,Detroit Lions,789,0.275,0.31666666666666665,0.325,0.041666666666666664,0.008333333333333333,0.03333333333333333
Aaron Jones,RB,Green Bay Packers,192,0.4444444444444444,0.05555555555555555,0.5,0.0,0.0,0.0
Ty Montgomery,RB,Green Bay Packers,270,0.3225806451612903,0.25806451612903225,0.41935483870967744,0.0,0.0,0.0
Lance Kendricks,TE,Green Bay Packers,348,0.14285714285714285,0.22857142857142856,0.42857142857142855,0.05714285714285714,0.05714285714285714,0.08571428571428572
Richard Rodgers,TE,Green Bay Packers,261,0.3684210526315789,0.10526315789473684,0.3684210526315789,0.0,0.05263157894736842,0.10526315789473684
Davante Adams,WR,Green Bay Packers,777,0.3418803418803419,0.15384615384615385,0.2905982905982906,0.1111111111111111,0.0,0.10256410256410256
Geronimo Allison,WR,Green Bay Packers,299,0.3333333333333333,0.07692307692307693,0.4358974358974359,0.07692307692307693,0.0,0.07692307692307693
Michael Clark,WR,Green Bay Packers,75,0.2857142857142857,0.0,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.21428571428571427
Randall Cobb,WR,Green Bay Packers,702,0.3804347826086957,0.21739130434782608,0.29347826086956524,0.021739130434782608,0.010869565217391304,0.07608695652173914
Jeff Janis,WR,Green Bay Packers,42,0.2,0.0,0.2,0.0,0.4,0.2
Jordy Nelson,WR,Green Bay Packers,798,0.3409090909090909,0.14772727272727273,0.3181818181818182,0.056818181818181816,0.056818181818181816,0.07954545454545454
Alfred Blue,RB,Houston Texans,97,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0
D'Onta Foreman,RB,Houston Texans,64,0.5,0.125,0.375,0.0,0.0,0.0
Lamar Miller,RB,Houston Texans,735,0.3111111111111111,0.26666666666666666,0.4,0.022222222222222223,0.0,0.0
Stephen Anderson,TE,Houston Texans,429,0.19230769230769232,0.23076923076923078,0.4230769230769231,0.038461538461538464,0.019230769230769232,0.09615384615384616
C.J. Fiedorowicz,TE,Houston Texans,229,0.09090909090909091,0.4090909090909091,0.36363636363636365,0.0,0.09090909090909091,0.045454545454545456
Ryan Griffin,TE,Houston Texans,327,0.2692307692307692,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.0,0.19230769230769232
Bruce Ellington,WR,Houston Texans,590,0.27586206896551724,0.1896551724137931,0.3103448275862069,0.10344827586206896,0.08620689655172414,0.034482758620689655
Cobi Hamilton,WR,Houston Texans,52,0.16666666666666666,0.0,0.5,0.16666666666666666,0.0,0.16666666666666666
DeAndre Hopkins,WR,Houston Texans,1021,0.40229885057471265,0.09770114942528736,0.16091954022988506,0.1781609195402299,0.04597701149425287,0.11494252873563218
Braxton Miller,WR,Houston Texans,403,0.3793103448275862,0.2413793103448276,0.20689655172413793,0.06896551724137931,0.06896551724137931,0.034482758620689655
Chris Thompson,WR,Houston Texans,82,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.16666666666666666
DeAndrew White,WR,Houston Texans,89,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855
Frank Gore,RB,Indianapolis Colts,511,0.2894736842105263,0.18421052631578946,0.5263157894736842,0.0,0.0,0.0
Marlon Mack,RB,Indianapolis Colts,282,0.42424242424242425,0.18181818181818182,0.3939393939393939,0.0,0.0,0.0
Jack Doyle,TE,Indianapolis Colts,909,0.21296296296296297,0.3055555555555556,0.4444444444444444,0.009259259259259259,0.018518518518518517,0.009259259259259259
Kamar Aiken,WR,Indianapolis Colts,539,0.3181818181818182,0.3409090909090909,0.18181818181818182,0.045454545454545456,0.022727272727272728,0.09090909090909091
T.Y. Hilton,WR,Indianapolis Colts,926,0.28440366972477066,0.13761467889908258,0.28440366972477066,0.11009174311926606,0.03669724770642202,0.14678899082568808
Donte Moncrief,WR,Indianapolis Colts,613,0.48936170212765956,0.06382978723404255,0.2127659574468085,0.1276595744680851,0.06382978723404255,0.0425531914893617
Chester Rogers,WR,Indianapolis Colts,440,0.2702702702702703,0.1891891891891892,0.35135135135135137,0.05405405405405406,0.02702702702702703,0.10810810810810811
Leonard Fournette,RB,Jacksonville Jaguars,562,0.3125,0.25,0.4375,0.0,0.0,0.0
T.J. Yeldon,RB,Jacksonville Jaguars,222,0.24390243902439024,0.36585365853658536,0.36585365853658536,0.024390243902439025,0.0,0.0
Ben Koyack,TE,Jacksonville Jaguars,152,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.0,0.14285714285714285,0.0
Marcedes Lewis,TE,Jacksonville Jaguars,894,0.25,0.2916666666666667,0.2916666666666667,0.0625,0.0625,0.041666666666666664
Keelan Cole,WR,Jacksonville Jaguars,749,0.1686746987951807,0.3253012048192771,0.21686746987951808,0.10843373493975904,0.10843373493975904,0.07228915662650602
Allen Hurns,WR,Jacksonville Jaguars,537,0.21428571428571427,0.23214285714285715,0.30357142857142855,0.08928571428571429,0.08928571428571429,0.07142857142857142
Marqise Lee,WR,Jacksonville Jaguars,726,0.3125,0.17708333333333334,0.21875,0.13541666666666666,0.07291666666666667,0.08333333333333333
Jaelen Strong,WR,Jacksonville Jaguars,42,0.0,0.5,0.5,0.0,0.0,0.0
Dede Westbrook,WR,Jacksonville Jaguars,379,0.23529411764705882,0.1568627450980392,0.23529411764705882,0.1568627450980392,0.058823529411764705,0.1568627450980392
Kareem Hunt,RB,Kansas City Chiefs,660,0.39344262295081966,0.11475409836065574,0.4262295081967213,0.04918032786885246,0.0,0.01639344262295082
Charcandrick West,RB,Kansas City Chiefs,209,0.42424242424242425,0.18181818181818182,0.36363636363636365,0.0,0.0,0.030303030303030304
Demetrius Harris,TE,Kansas City Chiefs,398,0.45454545454545453,0.18181818181818182,0.24242424242424243,0.030303030303030304,0.06060606060606061,0.030303030303030304
Travis Kelce,TE,Kansas City Chiefs,872,0.22950819672131148,0.2540983606557377,0.22950819672131148,0.09836065573770492,0.09836065573770492,0.09016393442622951
Ross Travis,TE,Kansas City Chiefs,97,0.23529411764705882,0.11764705882352941,0.35294117647058826,0.11764705882352941,0.0,0.17647058823529413
Chris Conley,WR,Kansas City Chiefs,292,0.25,0.0,0.375,0.1875,0.0,0.1875
Tyreek Hill,WR,Kansas City Chiefs,776,0.27,0.13,0.32,0.13,0.02,0.13
Demarcus Robinson,WR,Kansas City Chiefs,451,0.43243243243243246,0.13513513513513514,0.32432432432432434,0.0,0.05405405405405406,0.05405405405405406
De'Anthony Thomas,WR,Kansas City Chiefs,147,0.23076923076923078,0.3076923076923077,0.3076923076923077,0.0,0.15384615384615385,0.0
Albert Wilson,WR,Kansas City Chiefs,536,0.3870967741935484,0.22580645161290322,0.25806451612903225,0.08064516129032258,0.03225806451612903,0.016129032258064516
Austin Ekeler,RB,Los Angeles Chargers,195,0.34285714285714286,0.2857142857142857,0.34285714285714286,0.02857142857142857,0.0,0.0
Melvin Gordon,RB,Los Angeles Chargers,749,0.4457831325301205,0.14457831325301204,0.40963855421686746,0.0,0.0,0.0
Branden Oliver,RB,Los Angeles Chargers,94,0.36363636363636365,0.18181818181818182,0.45454545454545453,0.0,0.0,0.0
Jeff Cumberland,TE,Los Angeles Chargers,58,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0
Antonio Gates,TE,Los Angeles Chargers,500,0.17307692307692307,0.4230769230769231,0.2692307692307692,0.057692307692307696,0.019230769230769232,0.057692307692307696
Hunter Henry,TE,Los Angeles Chargers,534,0.25806451612903225,0.24193548387096775,0.3548387096774194,0.06451612903225806,0.016129032258064516,0.06451612903225806
Sean McGrath,TE,Los Angeles Chargers,48,0.0,0.25,0.5,0.0,0.0,0.25
Keenan Allen,WR,Los Angeles Chargers,896,0.4088050314465409,0.1509433962264151,0.25157232704402516,0.06918238993710692,0.07547169811320754,0.0440251572327044
Travis Benjamin,WR,Los Angeles Chargers,567,0.27692307692307694,0.03076923076923077,0.2923076923076923,0.15384615384615385,0.1076923076923077,0.13846153846153847
Mike Williams,WR,Los Angeles Chargers,233,0.43478260869565216,0.13043478260869565,0.21739130434782608,0.043478260869565216,0.0,0.17391304347826086
Tyrell Williams,WR,Los Angeles Chargers,851,0.3235294117647059,0.17647058823529413,0.17647058823529413,0.1323529411764706,0.08823529411764706,0.10294117647058823
Malcolm Brown,RB,Los Angeles Rams,100,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.0,0.0,0.0
Lance Dunbar,RB,Los Angeles Rams,34,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
Todd Gurley,RB,Los Angeles Rams,788,0.39080459770114945,0.1839080459770115,0.40229885057471265,0.011494252873563218,0.011494252873563218,0.0
Gerald Everett,TE,Los Angeles Rams,257,0.125,0.125,0.46875,0.125,0.0625,0.09375
Tyler Higbee,TE,Los Angeles Rams,683,0.1111111111111111,0.17777777777777778,0.4444444444444444,0.044444444444444446,0.06666666666666667,0.15555555555555556
Pharoh Cooper,WR,Los Angeles Rams,161,0.3157894736842105,0.10526315789473684,0.3684210526315789,0.0,0.10526315789473684,0.10526315789473684
Cooper Kupp,WR,Los Angeles Rams,736,0.4148936170212766,0.20212765957446807,0.18085106382978725,0.0851063829787234,0.0425531914893617,0.07446808510638298
Josh Reynolds,WR,Los Angeles Rams,206,0.375,0.16666666666666666,0.375,0.0,0.0,0.08333333333333333
Mike Thomas,WR,Los Angeles Rams,75,0.2857142857142857,0.0,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285
Sammy Watkins,WR,Los Angeles Rams,774,0.32857142857142857,0.17142857142857143,0.2,0.1,0.08571428571428572,0.11428571428571428
Robert Woods,WR,Los Angeles Rams,645,0.2,0.12941176470588237,0.4470588235294118,0.058823529411764705,0.09411764705882353,0.07058823529411765
Jay Ajayi,RB,Miami Dolphins,490,0.5882352941176471,0.058823529411764705,0.35294117647058826,0.0,0.0,0.0
Anthony Fasano,TE,Miami Dolphins,311,0.375,0.125,0.375,0.125,0.0,0.0
MarQueis Gray,TE,Miami Dolphins,39,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
Julius Thomas,TE,Miami Dolphins,639,0.4032258064516129,0.12903225806451613,0.3387096774193548,0.08064516129032258,0.0,0.04838709677419355
Leonte Carroo,WR,Miami Dolphins,124,0.21428571428571427,0.35714285714285715,0.2857142857142857,0.07142857142857142,0.0,0.07142857142857142
Jarvis Landry,WR,Miami Dolphins,929,0.3167701863354037,0.2857142857142857,0.30434782608695654,0.037267080745341616,0.012422360248447204,0.043478260869565216
DeVante Parker,WR,Miami Dolphins,675,0.22916666666666666,0.16666666666666666,0.2916666666666667,0.13541666666666666,0.010416666666666666,0.16666666666666666
Kenny Stills,WR,Miami Dolphins,939,0.22857142857142856,0.09523809523809523,0.29523809523809524,0.1619047619047619,0.02857142857142857,0.19047619047619047
Dalvin Cook,RB,Minnesota Vikings,169,0.5625,0.125,0.3125,0.0,0.0,0.0
Jerick McKinnon,RB,Minnesota Vikings,527,0.4264705882352941,0.16176470588235295,0.39705882352941174,0.0,0.0,0.014705882352941176
Latavius Murray,RB,Minnesota Vikings,343,0.5294117647058824,0.17647058823529413,0.29411764705882354,0.0,0.0,0.0
Blake Bell,TE,Minnesota Vikings,45,0.25,0.0,0.75,0.0,0.0,0.0
Kyle Rudolph,TE,Minnesota Vikings,922,0.25925925925925924,0.18518518518518517,0.4074074074074074,0.07407407407407407,0.024691358024691357,0.04938271604938271
Stefon Diggs,WR,Minnesota Vikings,780,0.2553191489361702,0.09574468085106383,0.3404255319148936,0.0851063829787234,0.0425531914893617,0.18085106382978725
Adam Thielen,WR,Minnesota Vikings,1032,0.22916666666666666,0.18055555555555555,0.3263888888888889,0.14583333333333334,0.027777777777777776,0.09027777777777778
Laquon Treadwell,WR,Minnesota Vikings,413,0.37142857142857144,0.17142857142857143,0.2,0.14285714285714285,0.05714285714285714,0.05714285714285714
Jarius Wright,WR,Minnesota Vikings,207,0.24,0.28,0.28,0.04,0.04,0.12
James Develin,FB,New England Patriots,185,0.9,0.0,0.1,0.0,0.0,0.0
Brandon Bolden,RB,New England Patriots,34,0.5,0.0,0.5,0.0,0.0,0.0
Dion Lewis,RB,New England Patriots,323,0.45714285714285713,0.2,0.34285714285714286,0.0,0.0,0.0
James White,RB,New England Patriots,383,0.4305555555555556,0.1388888888888889,0.3888888888888889,0.013888888888888888,0.0,0.027777777777777776
Dwayne Allen,TE,New England Patriots,379,0.3181818181818182,0.09090909090909091,0.45454545454545453,0.09090909090909091,0.0,0.045454545454545456
Martellus Bennett,TE,New England Patriots,412,0.4090909090909091,0.25,0.29545454545454547,0.0,0.022727272727272728,0.022727272727272728
Rob Gronkowski,TE,New England Patriots,845,0.2857142857142857,0.2761904761904762,0.1619047619047619,0.11428571428571428,0.05714285714285714,0.10476190476190476
Danny Amendola,WR,New England Patriots,568,0.3372093023255814,0.3372093023255814,0.20930232558139536,0.03488372093023256,0.046511627906976744,0.03488372093023256
Brandin Cooks,WR,New England Patriots,1056,0.34210526315789475,0.11403508771929824,0.14035087719298245,0.23684210526315788,0.10526315789473684,0.06140350877192982
Phillip Dorsett,WR,New England Patriots,258,0.2777777777777778,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.16666666666666666,0.0
